City, Region, Country, AirQuality, WaterPollution,Lat,Lon
New York City, New York, United States of America,46.81603774,49.5049505,40.7127281,-74.0060152
"Washington, D.C.", District of Columbia, United States of America,66.12903226,49.10714286,38.8950368,-77.0365427
San Francisco, California, United States of America,60.51401869,43.0,37.7790262,-122.419906
Berlin, , Germany,62.36413043,28.61271676,52.5170365,13.3888599
Los Angeles, California, United States of America,36.62162162,61.29943503,34.0536909,-118.242766
Bern, Canton of Bern, Switzerland,94.31818182,12.5,46.9484742,7.4521749
Geneva, Canton of Geneva, Switzerland,71.53846154,17.37288136,46.2017559,6.1466014
Zurich, Canton of Zurich, Switzerland,83.80952381,10.71428571,47.3744489,8.5410422
Basel, , Switzerland,81.66666667,26.92307692,47.5581077,7.5878261
London, England, United Kingdom,37.04225352,40.71637427,51.5074456,-0.1277653
Cairo, Cairo Governorate, Egypt,15.830721,74.35064935,30.0443879,31.2357257
Alexandria, Alexandria Governorate, Egypt,41.03773585,71.2962963,44.83495335,8.745030418605868
Alexandria, Virginia, United States of America,89.0625,46.15384615,44.83495335,8.745030418605868
Paris, Ile-de-France, France,34.02439024,43.12169312,48.8534951,2.3483915
Boston, Massachusetts, United States of America,78.23529412,32.91139241,42.3554334,-71.060511
Toronto, Ontario, Canada,65.53468208,37.7994012,43.6534817,-79.3839347
Sao Paulo, Sao Paulo, Brazil,24.05660377,73.71794872,-23.5506507,-46.6333824
Vilnius, , Lithuania,77.24719101,20.58823529,54.6870458,25.2829111
Monaco, , Monaco,28.78787879,61.36363636,43.7323492,7.4276832
Brussels, , Belgium,35.81081081,44.76190476,50.8465573,4.351697
Poznan, Greater Poland Voivodeship, Poland,33.07692308,50.42372881,52.4082663,16.9335199
Tashkent, , Uzbekistan,56.4516129,49.16666667,41.3123363,69.2787079
Warsaw, Masovian Voivodeship, Poland,27.27272727,36.01485149,52.2319581,21.0067249
Modena, Emilia-Romagna, Italy,39.0625,50.0,44.5384728,10.93596087053074
Tours, , France,84.375,6.25,47.3900474,0.6889268
Singapore, , Singapore,65.87837838,24.204947,1.357107,103.8194992
Montreal, Quebec, Canada,70.76023392,36.96319018,45.5031824,-73.5698065
Cambridge, England, United Kingdom,69.82758621,30.55555556,52.2055314,0.1186637
Cologne, North Rhine-Westphalia, Germany,60.71428571,27.77777778,43.7218277,0.9774958
Skopje, Greater Skopje, North Macedonia,10.19417476,45.26315789,41.9961816,21.4319213
Gdynia, Pomeranian Voivodeship, Poland,49.41860465,48.61111111,54.52333035,18.604027892041863
Szczecin, West Pomeranian Voivodeship, Poland,41.37931034,53.75,53.4301818,14.5509623
Ljubljana, Ljubljana City Municipality, Slovenia,72.16494845,17.58241758,46.0500268,14.5069289
Plovdiv, Plovdiv region, Bulgaria,31.41025641,36.29032258,42.1418541,24.7499297
Sofia, Sofia City Province, Bulgaria,23.62132353,40.94339623,-15.2538402,48.2562163
Milan, Lombardy, Italy,24.39759036,39.49044586,45.4641943,9.1896346
Trieste, Friuli-Venezia Giulia, Italy,58.87096774,29.0,45.6496485,13.7772781
Lodz, Lodz Voivodeship, Poland,28.84615385,40.44117647,51.7687323,19.4569911
Villeurbanne, , France,75.0,50.0,45.7733573,4.8868454
Oslo, , Norway,74.75728155,14.17525773,59.9133301,10.7389701
Bonn, North Rhine-Westphalia, Germany,82.8125,22.5,50.735851,7.10066
Katowice, Silesian Voivodeship, Poland,27.77777778,48.33333333,50.2598987,19.0215852
Lisbon, Lisbon, Portugal,64.60674157,24.85632184,38.7077507,-9.1365919
Rzeszow, Podkarpackie Voivodeship, Poland,37.5,47.05882353,50.0374531,22.0047174
Dubai, Emirate of Dubai, United Arab Emirates,48.87387387,39.84615385,25.2653471,55.2924914
Padua, Veneto, Italy,29.16666667,50.0,45.4077172,11.8734455
Bergamo, Lombardy, Italy,46.66666667,35.0,45.7566557,9.754219200862249
Venice, Veneto, Italy,36.25,67.85714286,45.4371908,12.3345898
Rennes, , France,62.5,35.0,48.1113387,-1.6800198
Lille, , France,48.91304348,35.52631579,50.6365654,3.0635282
Moscow, , Russia,41.47526502,49.72527473,55.625578,37.6063916
Saint Petersburg, , Russia,43.10344828,54.8816568,59.938732,30.316229
Heilbronn, Baden-Wurttemberg, Germany,80.0,0.0,49.142291,9.218655
Saginaw, Michigan, United States of America,85.0,70.0,43.4200387,-83.9490365
Bialystok, Podlaskie Voivodeship, Poland,34.52380952,52.94117647,53.132398,23.1591679
Nowy Sacz, Lesser Poland Voivodeship, Poland,30.0,100.0,49.61030395,20.714936589668028
Lausanne, Canton of Vaud, Switzerland,78.26086957,17.5,46.5218269,6.6327025
Abakan, Republic of Khakassia, Russia,0.0,75.0,53.72068,91.4406019
Novosibirsk, Novosibirsk Oblast, Russia,36.48648649,54.05405405,54.96781445,82.95159894278376
Yekaterinburg, Sverdlovsk Oblast, Russia,27.90697674,58.33333333,56.839104,60.60825
Samara, Samara Oblast, Russia,48.4375,51.5625,53.198627,50.113987
Omsk, Omsk Oblast, Russia,16.17647059,48.52941176,54.991375,73.371529
Kazan, Republic of Tatarstan, Russia,41.25,58.33333333,40.2054445,32.6813148
Chelyabinsk, Chelyabinsk Oblast, Russia,16.66666667,70.3125,55.1598408,61.4025547
Ufa, Bashkortostan, Russia,20.83333333,68.18181818,52.3870936,13.12281483309524
Volgograd, Volgograd Oblast, Russia,21.66666667,59.375,48.6484138,44.38497559012991
Perm, Perm Krai, Russia,44.44444444,50.0,58.014965,56.246723
Krasnoyarsk, Krasnoyarsk Krai, Russia,6.617647059,49.21875,56.0090968,92.8725147
Beijing, , People's Republic of China,21.36627907,70.78313253,39.9057136,116.3912972
Vladivostok, Primorsky Krai, Russia,35.0,67.5,43.1150678,131.8855768
San Antonio, Texas, United States of America,63.41463415,50.67567568,29.4246002,-98.4951405
Tomsk, Tomsk Oblast, Russia,46.42857143,51.78571429,58.6124279,82.0475315
Tbilisi, , Georgia,22.98387097,49.34782609,41.6934591,44.8014495
Maribor, Maribor City Municipality, Slovenia,76.25,18.75,46.5576439,15.6455854
Celje, City Municipality of Celje, Slovenia,50.0,8.333333333,46.2293889,15.2616828
Koper, City Municipality of Koper, Slovenia,87.5,0.0,45.5479864,13.7304781
Aachen, North Rhine-Westphalia, Germany,70.45454545,17.85714286,50.776351,6.083862
Nova Gorica, City Municipality of Nova Gorica, Slovenia,75.0,12.5,45.9580549,13.6474706
Kranj, City Municipality of Kranj, Slovenia,80.55555556,12.5,46.2432913,14.3549353
Stuttgart, Baden-Wurttemberg, Germany,43.125,24.28571429,48.7784485,9.1800132
Biel/Bienne, Canton of Bern, Switzerland,37.5,31.25,47.1402077,7.2439029
Karlsruhe, Baden-Wurttemberg, Germany,87.5,5.555555556,49.0068705,8.4034195
Hamburg, , Germany,70.76271186,24.50980392,53.550341,10.000654
Ahmedabad, Gujarat, India,32.96296296,66.9921875,23.0216238,72.5797068
Salerno, Campania, Italy,60.0,58.33333333,40.41944165,15.310756230322482
Prague, , Czech Republic,63.21243523,25.70621469,50.0596288,14.446459273258007
Jamnagar, Gujarat, India,34.48275862,58.33333333,22.4732415,70.0552102
Busto Arsizio, Lombardy, Italy,0.0,75.0,45.611932,8.8518269
Mumbai, Maharashtra, India,25.16025641,75.32537961,18.9733536,72.82810491917377
Jerusalem, Jerusalem District, Israel,37.09677419,42.39130435,31.78847185,35.21879441094499
Grenoble, , France,34.09090909,26.47058824,45.1875602,5.7357819
Dortmund, North Rhine-Westphalia, Germany,75.0,15.625,51.5142273,7.4652789
Ghent, Flemish Region, Belgium,55.46875,27.67857143,51.0538286,3.7250121
Chicago, Illinois, United States of America,57.43243243,53.62068966,41.8755616,-87.6244212
Como, Lombardy, Italy,58.33333333,40.0,45.939475900000005,9.149410145408948
Montevideo, Montevideo Department, Uruguay,65.78947368,46.75324675,-34.9058916,-56.1913095
Tolyatti, Samara Oblast, Russia,36.11111111,43.75,53.5149884,49.4073316
Pittsburgh, Pennsylvania, United States of America,58.92857143,59.61538462,40.4416941,-79.9900861
Philadelphia, Pennsylvania, United States of America,54.28571429,55.64516129,39.9527237,-75.1635262
Kolkata, West Bengal, India,25.93457944,68.26923077,22.5726459,88.3638953
Chennai, Tamil Nadu, India,35.88435374,73.07017544,13.0836939,80.270186
Delhi, , India,11.8441358,77.41679873,28.6273928,77.1716954
Dhaka, Dhaka Division, Bangladesh,14.96815287,78.25342466,23.7644025,90.389015
Hyderabad, Telangana, India,31.49253731,70.10703364,17.360589,78.4740613
Islamabad, Islamabad Capital Territory, Pakistan,67.41803279,51.32743363,33.6938118,73.0651511
Zagreb, , Croatia,69.7740113,26.59883721,45.8130967,15.9772795
Genoa, Liguria, Italy,51.72413793,30.0,44.40726,8.9338624
Manila, Metro Manila, Philippines,17.01570681,83.7431694,14.5906346,120.9799964
Quezon City, Metro Manila, Philippines,23.80952381,80.12820513,14.6508,121.04821
Le Mans, , France,95.0,50.0,48.0073849,0.1967849
Caloocan, Metro Manila, Philippines,25.0,83.33333333,14.651348,120.9724002
Bordeaux, , France,68.47826087,42.64705882,44.841225,-0.5800364
Buenos Aires, , Argentina,54.26470588,54.84375,-34.6075682,-58.4370894
Mexico City, , Mexico,18.07909605,69.59064327,19.4326296,-99.1331785
Tokyo, , Japan,61.87150838,37.94117647,35.6840574,139.7744912
La Paz, La Paz Department, Bolivia,27.94117647,79.54545455,-16.4955455,-68.1336229
Barcelona, Catalonia, Spain,35.49723757,51.31578947,41.3828939,2.1774322
Makati, Metro Manila, Philippines,34.21052632,70.94594595,14.5567949,121.0211226
Nagpur, Maharashtra, India,46.61016949,69.44444444,21.1498134,79.0820556
Abidjan, , Cote d'Ivoire,6.944444444,79.41176471,5.320357,-4.016107
Abu Dhabi, Emirate of Abu Dhabi, United Arab Emirates,55.98290598,37.99019608,24.4538352,54.3774014
Athens, Attica Region, Greece,44.17412141,30.31561462,33.9597677,-83.376398
Caracas, Capital District, Venezuela,43.359375,69.06779661,10.5060934,-66.9146008
Pune, Maharashtra, India,39.10788382,71.86147186,18.521428,73.8544541
Guatemala City, Guatemala Department, Guatemala,39.28571429,69.53125,14.6424667,-90.5131361
Havana, Havana Province, Cuba,46.66666667,50.0,23.135305,-82.3589631
Valenzuela, Metro Manila, Philippines,48.68421053,88.15789474,37.7751808,-4.220174
Pasig, Metro Manila, Philippines,27.94117647,82.69230769,14.5605166,121.0764343
Antipolo, , Philippines,60.29411765,75.0,14.5871972,121.1759246
Osijek, Osijek-Baranja County, Croatia,83.75,13.33333333,45.5548793,18.6953685
Cagayan de Oro, , Philippines,62.5,100.0,8.4756417,124.6421532
Rijeka, Primorje-Gorski Kotar County, Croatia,75.0,17.85714286,45.3267976,14.442208
Split, Split-Dalmatia County, Croatia,71.71052632,30.0,43.5116383,16.4399659
Butuan, , Philippines,37.5,66.66666667,8.9483324,125.5369442
Kiel, Schleswig-Holstein, Germany,93.75,25.0,54.3227085,10.135555
Schwerin, Mecklenburg-Western Pomerania, Germany,87.5,50.0,53.6288297,11.4148038
Potsdam, Brandenburg, Germany,88.63636364,10.71428571,52.4009309,13.0591397
Hanover, Lower Saxony, Germany,75.0,22.91666667,52.3744779,9.7385532
D?sseldorf, North Rhine-Westphalia, Germany,64.81481481,23.91304348,51.233334,6.783333
Mainz, Rhineland-Palatinate, Germany,86.11111111,35.0,50.0012314,8.2762513
Wiesbaden, Hesse, Germany,73.21428571,42.5,50.0820384,8.2416556
Dubrovnik, Dubrovnik-Neretva County, Croatia,87.5,40.0,42.6502473,18.0924947
Saarbr?cken, Saarland, Germany,87.5,12.5,49.233334,7.0
Lipa, , Philippines,87.5,25.0,13.9414686,121.1642877
Munich, Bavaria, Germany,74.41860465,15.46610169,48.1371079,11.5753822
Dresden, Saxony, Germany,75.0,7.894736842,51.0493286,13.7381437
Magdeburg, Saxony-Anhalt, Germany,93.75,6.25,52.1315889,11.6399609
Innsbruck, Tyrol, Austria,75.0,7.8125,47.2654296,11.3927685
Bregenz, Vorarlberg, Austria,95.0,50.0,47.5025779,9.7472924
Vienna, , Austria,82.70547945,10.14492754,48.2083537,16.3725042
Stockholm, Stockholm County, Sweden,83.20610687,15.0390625,59.3251172,18.0710935
Helsinki, Uusimaa, Finland,89.88095238,15.49586777,60.1674881,24.9427473
Dublin, , Ireland,67.02380952,39.70588235,53.3493795,-6.2605593
Murmansk, Murmansk Oblast, Russia,57.14285714,14.28571429,68.970665,33.07497
Reykjavik, , Iceland,86.68478261,5.113636364,64.145981,-21.9422367
Tallinn, Harju County, Estonia,81.8877551,18.61702128,59.4372155,24.7453688
Riga, , Latvia,62.5,31.95652174,56.9493977,24.1051846
Bratislava, Bratislava Region, Slovakia,62.32394366,32.46268657,48.15926025,17.139658691421687
Budapest, , Hungary,40.61032864,32.375,47.4978918,19.0401609
Gdansk, Pomeranian Voivodeship, Poland,45.55555556,45.0,54.3482907,18.6540233
Frankfurt, Hesse, Germany,63.39285714,25.98039216,50.1106444,8.6820917
Wroclaw, Lower Silesian Voivodeship, Poland,25.68807339,35.4368932,51.1089776,17.0326689
Kochi, Kerala, India,36.5625,68.40277778,9.9674277,76.2454436
Baguio, Cordillera Administrative Region, Philippines,26.88679245,66.4893617,16.4119955,120.593371
Kaliningrad, Kaliningrad Oblast, Russia,55.0,55.0,54.70464845,20.456566646621734
Luxembourg, , Luxembourg,83.10810811,20.45454545,49.6112768,6.129799
Vaduz, , Liechtenstein,100.0,0.0,47.1392862,9.5227962
San Marino, , San Marino,87.5,50.0,43.9458623,12.458306
Phnom Penh, , Cambodia,26.06382979,70.83333333,11.5730391,104.857807
Arkhangelsk, Arkhangelsk Oblast, Russia,43.75,50.0,64.543022,40.537121
Ho Chi Minh City, , Vietnam,12.21910112,77.76162791,10.7763897,106.7011391
Hanoi, , Vietnam,15.70247934,77.35042735,21.0283334,105.854041
Bangkok, , Thailand,26.85185185,70.83333333,13.8245796,100.6224463
Andorra la Vella, Andorra la Vella, Andorra,37.5,25.0,42.5069391,1.5212467
Kuala Lumpur, , Malaysia,39.43452381,65.68322981,3.1516964,101.6942371
Taipei, , Taiwan,52.47933884,44.87179487,25.0375198,121.5636796
Odessa, Odessa Oblast, Ukraine,50.5,58.85416667,46.4843023,30.7322878
Concepcion, Biobio Region, Chile,55.76923077,33.33333333,-36.8270795,-73.0502399
Bologna, Emilia-Romagna, Italy,38.15789474,28.03030303,44.4938203,11.3426327
Petrozavodsk, Karelia, Russia,58.33333333,25.0,61.7900426,34.390007
Cagliari, Sardinia, Italy,71.05263158,20.0,39.2171994,9.113311
Catania, Sicily, Italy,46.42857143,55.55555556,37.5023612,15.0873718
Caserta, Campania, Italy,34.375,56.25,41.20351925,14.116862382970815
Ottawa, Ontario, Canada,84.56375839,27.99295775,45.4208777,-75.6901106
Juba, , South Sudan,62.5,75.0,4.8459246,31.5959173
Yerevan, , Armenia,41.81034483,35.0,40.1777112,44.5126233
Vologda, Vologda Oblast, Russia,62.5,25.0,60.0391461,43.1215213
Dar es Salaam, Dar es Salaam Region, Tanzania,46.875,76.0,-6.8160837,39.2803583
Khartoum, Khartoum, Sudan,42.85714286,78.125,15.5635972,32.5349123
Verona, Veneto, Italy,36.11111111,42.85714286,45.4384958,10.9924122
Iqaluit, Nunavut, Canada,50.0,50.0,63.7492738,-68.5213763
Florence, Tuscany, Italy,52.67857143,36.0,43.7698712,11.2555757
Whitehorse, Yukon, Canada,92.5,12.5,60.721571,-135.054932
Yellowknife, Northwest Territories, Canada,87.5,43.75,62.4540807,-114.377385
Essen, North Rhine-Westphalia, Germany,80.0,4.166666667,51.4582235,7.0158171
Leipzig, Saxony, Germany,84.21052632,20.0,51.3406321,12.3747329
St. John's, Newfoundland and Labrador, Canada,90.625,35.41666667,47.5614705,-52.7126162
Nuremberg, Bavaria, Germany,75.0,12.5,49.453872,11.077298
Edmonton, , Canada,72.03703704,27.46212121,53.5462055,-113.491241
Duisburg, North Rhine-Westphalia, Germany,53.57142857,31.25,51.434999,6.759562
Bochum, North Rhine-Westphalia, Germany,68.18181818,25.0,51.4818111,7.2196635
Wuppertal, North Rhine-Westphalia, Germany,90.0,0.0,51.264018,7.1780374
Bielefeld, North Rhine-Westphalia, Germany,67.85714286,50.0,52.0191005,8.531007
Mannheim, Baden-Wurttemberg, Germany,51.08695652,30.55555556,49.4892913,8.4673098
Regina, Saskatchewan, Canada,68.57142857,42.74193548,50.44876,-104.61731
Charlottetown, Prince Edward Island, Canada,97.5,20.0,46.234953,-63.132935
Victoria, British Columbia, Canada,92.72151899,27.7027027,-36.5986096,144.6780052
Winnipeg, Manitoba, Canada,71.31147541,42.64705882,49.8955367,-97.1384584
Fredericton, New Brunswick, Canada,90.0,31.25,45.963233,-66.6432356
Halifax, Nova Scotia, Canada,84.57446809,36.25,44.648618,-63.5859487
Cherepovets, Vologda Oblast, Russia,0.0,100.0,59.128696,37.916389
Quebec City, Quebec, Canada,82.5,43.75,46.8137431,-71.2084061
Arica, Arica y Parinacota Region, Chile,75.0,50.0,-18.4785288,-70.3211394
Pskov, Pskov Oblast, Russia,100.0,50.0,57.8173923,28.3343465
Veliky Novgorod, Novgorod Oblast, Russia,100.0,50.0,58.5609587,31.2809005856491
Birmingham, England, United Kingdom,52.97619048,25.64102564,52.4796992,-1.9026911
Minsk, , Belarus,60.9223301,41.40625,53.9024716,27.5618225
Tver, Tver Oblast, Russia,62.5,37.5,56.8596713,35.89524161906262
Smolensk, Smolensk Oblast, Russia,50.0,54.16666667,54.7814057,32.0461261
Yaroslavl, Yaroslavl Oblast, Russia,16.66666667,58.33333333,57.6263877,39.8933705
Mogadishu, Banaadir, Somalia,60.0,57.5,2.0349312,45.3419183
Nassau, , The Bahamas,50.0,59.25925926,25.0782266,-77.3383438
Sanaa, , Yemen,41.66666667,91.66666667,15.35,44.2
Ivanovo, Ivanovo Oblast, Russia,33.33333333,87.5,57.0088004,40.96306331898382
Naples, Campania, Italy,28.84615385,55.31914894,40.8358846,14.2487679
Palermo, Sicily, Italy,45.45454545,51.31578947,38.1112268,13.3524434
Gomel, Gomel Region, Belarus,44.73684211,53.57142857,52.4238936,31.0131698
Parma, Emilia-Romagna, Italy,34.375,56.81818182,44.8013678,10.3280833
Vladimir, Vladimir Oblast, Russia,37.5,50.0,56.1288899,40.4075203
Pescara, Abruzzo, Italy,61.11111111,79.16666667,42.3102619,13.95759010584892
Bremerhaven, , Germany,75.0,50.0,53.5505392,8.5851945
M?nster, North Rhine-Westphalia, Germany,71.875,25.0,51.9625,7.625556
Ryazan, Ryazan Oblast, Russia,0.0,91.66666667,54.6295687,39.7425039
Augsburg, Bavaria, Germany,73.52941176,26.92307692,48.3668041,10.8986971
Siena, Tuscany, Italy,81.25,21.42857143,43.1672254,11.467181161339118
Gelsenkirchen, North Rhine-Westphalia, Germany,62.5,50.0,51.5110321,7.0960124
Tula, Tula Oblast, Russia,33.33333333,75.0,45.2678347,1.7706797
Udine, Friuli-Venezia Giulia, Italy,72.5,33.33333333,46.0634632,13.2358377
Chemnitz, Saxony, Germany,87.5,50.0,50.8323531,12.918914
Krefeld, North Rhine-Westphalia, Germany,87.5,50.0,51.3331205,6.5623343
Madrid, Community of Madrid, Spain,36.23417722,18.95424837,40.4167047,-3.7035825
Halle (Saale), Saxony-Anhalt, Germany,75.0,0.0,51.4825041,11.9705452
Freiburg im Breisgau, Baden-Wurttemberg, Germany,88.33333333,5.0,47.9960901,7.8494005
Oberhausen, North Rhine-Westphalia, Germany,62.5,50.0,51.4696137,6.8514435
Bogota, , Colombia,23.35025381,48.15789474,4.6529539,-74.0835643
L?beck, Schleswig-Holstein, Germany,100.0,25.0,37.6429261,-119.168647
Brasilia, Federal District, Brazil,76.53061224,38.04347826,-10.3333333,-53.2
Rostock, Mecklenburg-Western Pomerania, Germany,90.625,37.5,54.0886707,12.1400211
Kassel, Hesse, Germany,75.0,50.0,51.3154546,9.4924096
Lima, Lima region, Peru,19.75,76.04166667,-12.0621065,-77.0365256
Hagen, North Rhine-Westphalia, Germany,100.0,50.0,51.3582945,7.473296
Hamm, North Rhine-Westphalia, Germany,87.5,50.0,51.6804093,7.815197
Santiago, Santiago Metropolitan Region, Chile,17.71523179,40.23972603,9.8694792,-83.7980749
Quito, Pichincha Province, Ecuador,35.86956522,53.07692308,-0.2201641,-78.5123274
Ludwigshafen, Rhineland-Palatinate, Germany,75.0,0.0,49.4704113,8.4381568
Osnabr?ck, Lower Saxony, Germany,82.14285714,0.0,52.278889,8.043056
Asuncion, Capital District, Paraguay,39.65517241,67.0,-25.2800459,-57.6343814
Oldenburg, Lower Saxony, Germany,75.0,18.75,53.1389753,8.2146017
Leverkusen, North Rhine-Westphalia, Germany,83.33333333,50.0,51.0324743,6.9881194
Solingen, North Rhine-Westphalia, Germany,87.5,50.0,51.1721629,7.0845893
Neuss, North Rhine-Westphalia, Germany,50.0,75.0,51.1981778,6.6916476
Heidelberg, Baden-Wurttemberg, Germany,89.28571429,25.0,49.4093582,8.694724
Paderborn, North Rhine-Westphalia, Germany,75.0,25.0,51.71895955,8.764869778177559
Darmstadt, Hesse, Germany,71.875,27.5,49.8851869,8.6736295
Regensburg, Bavaria, Germany,87.5,7.142857143,49.0195333,12.0974869
Paramaribo, Paramaribo District, Suriname,61.36363636,54.54545455,5.82417645,-55.16628130970069
Ingolstadt, Bavaria, Germany,100.0,0.0,48.7630165,11.4250395
Ulm, Baden-Wurttemberg, Germany,88.88888889,10.0,48.3974003,9.9934336
Wolfsburg, Lower Saxony, Germany,96.875,0.0,52.4205588,10.7861682
Kathmandu, Bagmati, Nepal,11.46341463,80.45685279,27.708317,85.3205817
Offenbach am Main, Hesse, Germany,75.0,50.0,50.1055002,8.7610698
Belmopan, Cayo District, Belize,62.5,54.16666667,17.250199,-88.770018
Pforzheim, Baden-Wurttemberg, Germany,85.0,25.0,48.8908846,8.7029532
Recklinghausen, North Rhine-Westphalia, Germany,100.0,50.0,51.6143815,7.1978546
Bottrop, North Rhine-Westphalia, Germany,80.0,0.0,51.521581,6.929204
San Jose, San Jose Province, Costa Rica,57.43243243,46.09375,37.3361663,-121.890591
Reutlingen, Baden-Wurttemberg, Germany,85.0,25.0,48.4919508,9.2114144
Koblenz, Rhineland-Palatinate, Germany,67.85714286,41.66666667,50.3533278,7.5943951
San Salvador, San Salvador Department, El Salvador,18.42105263,76.5625,13.6989939,-89.1914249
Canberra, Australian Capital Territory, Australia,90.74675325,17.80821918,-35.2975906,149.1012676
Erlangen, Bavaria, Germany,81.25,29.16666667,49.5928616,11.0056
Sydney, , Australia,75.88996764,28.54785479,-33.8698439,151.2082848
Moers, North Rhine-Westphalia, Germany,62.5,50.0,51.451283,6.62843
Trier, Rhineland-Palatinate, Germany,85.71428571,25.0,49.7596208,6.6441878
Melbourne, Victoria, Australia,79.07303371,28.2234957,-37.8142454,144.9631732
Jena, Thuringia, Germany,95.0,75.0,50.9281717,11.5879359
Kursk, Kursk Oblast, Russia,100.0,50.0,69.6,37.566667
Siegen, North Rhine-Westphalia, Germany,91.66666667,12.5,50.8749804,8.0227233
Perth, Western Australia, Australia,82.98755187,28.0720339,-31.9558933,115.8605855
Hildesheim, Lower Saxony, Germany,62.5,50.0,52.1521636,9.9513046
Salzgitter, Lower Saxony, Germany,95.0,0.0,52.1503721,10.3593147
Cottbus, Brandenburg, Germany,100.0,50.0,51.7567447,14.3357307
Tegucigalpa, Francisco Morazan Department, Honduras,22.61904762,88.46153846,14.1057433,-87.2040052
Managua, Managua Department, Nicaragua,58.33333333,76.66666667,12.1544035,-86.2737642
Panama City, Panama Province, Panama,49.23076923,67.06349206,30.1586518,-85.6602936
Belgorod, Belgorod Oblast, Russia,75.0,70.83333333,50.5955595,36.5873394
Zadar, Zadar County, Croatia,100.0,8.333333333,44.1168594,15.2353257
Trento, Trentino-South Tyrol, Italy,86.76470588,0.0,46.0664228,11.1257601
Ancona, Marche, Italy,63.88888889,30.0,43.4801204,13.218790609151764
Voronezh, Voronezh Oblast, Russia,36.84210526,67.10526316,51.67993115,39.18375597402426
Perugia, Umbria, Italy,70.0,50.0,43.1070321,12.402996209906489
L'Aquila, Abruzzo, Italy,87.5,50.0,42.1368853,13.610341022538911
Lipetsk, Lipetsk Oblast, Russia,37.5,37.5,52.6935178,39.1122664
Bari, Apulia, Italy,63.33333333,22.22222222,41.1257843,16.8620293
Tambov, Tambov Oblast, Russia,62.5,45.0,52.72879,41.45536
Sibenik, Sibenik-Knin County, Croatia,100.0,0.0,43.74117455,15.898446229373526
Rabat, Rabat-Sale-Kenitra, Morocco,68.33333333,31.73076923,34.02236,-6.8340222
Algiers, Algiers Province, Algeria,39.74358974,60.29411765,36.7753606,3.0601882
Tunis, Tunis Governorate, Tunisia,36.25,61.11111111,36.8002068,10.1857757
Tripoli, , Libya,54.62962963,68.51851852,32.896672,13.1777923
Novy Jicin, , Czech Republic,62.5,50.0,49.594881,18.0102584
Djibouti, Djibouti Region, Djibouti,54.16666667,54.16666667,11.8145966,42.8453061
Antofagasta, Antofagasta Region, Chile,31.25,81.25,-23.6041314,-69.0842783
Tehran, Tehran Province, Iran,10.70075758,48.12992126,35.6892523,51.3896004
Karlovac, , Croatia,75.0,25.0,45.4892522,15.5486303
Addis Ababa, , Ethiopia,32.27272727,69.54545455,9.0358287,38.7524127
Jakarta, , Indonesia,22.265625,77.1,-6.175247,106.8270488
Ankara, Ankara Province, Turkey,38.9084507,57.95454545,39.7160439,32.7059948
Krasnodar, Krasnodar Krai, Russia,44.44444444,44.44444444,45.0351532,38.9772396
N'Djamena, , Chad,41.66666667,41.66666667,12.1191543,15.0502758
Niamey, , Niger,25.0,100.0,13.524834,2.109823
Calama, Antofagasta Region, Chile,20.0,75.0,-22.4623917,-68.9272181
Nouakchott, , Mauritania,43.75,37.5,18.0618918,-15.931148157832908
Riyadh, Riyadh Province, Saudi Arabia,33.69565217,44.57364341,24.638916,46.7160104
Bamako, , Mali,15.0,62.5,12.61326555,-7.984739136241295
Belgrade, Belgrade District, Serbia,34.82532751,50.90497738,44.8178131,20.4568974
Dakar, Dakar, Senegal,10.34482759,82.0,14.693425,-17.447938
Banjul, , The Gambia,75.0,62.5,13.45535,-16.575646
Conakry, , Guinea,5.0,93.75,9.5170602,-13.6998434
Monrovia, Montserrado County, Liberia,16.66666667,87.5,6.328034,-10.797788
Gera, Thuringia, Germany,100.0,50.0,50.8772301,12.0796208
Kaiserslautern, Rhineland-Palatinate, Germany,87.5,5.0,49.4432174,7.7689951
Accra, Greater Accra Region, Ghana,20.55555556,90.78947368,5.5571096,-0.2012376
Chiguayante, Biobio Region, Chile,50.0,50.0,-36.9292478,-73.0237115
Chillan, Nuble Region, Chile,37.5,50.0,24.77133625,81.73651672326403
Zwickau, Saxony, Germany,75.0,50.0,50.7185043,12.4939267
Freetown, Western Area, Sierra Leone,25.0,100.0,8.479004,-13.26795
Abuja, Federal Capital Territory, Nigeria,56.25,71.42857143,9.0643305,7.4892974
Lome, Maritime, Togo,37.5,75.0,6.15803455,1.2516823732466331
Flensburg, Schleswig-Holstein, Germany,87.5,50.0,54.7833021,9.4333264
Amman, Amman Governorate, Jordan,34.03846154,63.10483871,31.9515694,35.9239625
T?bingen, Baden-Wurttemberg, Germany,89.28571429,8.333333333,49.9667,7.9
Yaounde, Centre, Cameroon,14.0625,88.63636364,3.8689867,11.5213344
Coyhaique, Aysen Region, Chile,0.0,25.0,-45.5711804,-72.0684863
Malabo, , Equatorial Guinea,70.0,35.0,3.741877,8.7740663
Beirut, Beirut Governorate, Lebanon,16.96428571,81.80379747,33.8959203,35.47843
Libreville, Estuaire Province, Gabon,37.5,87.5,0.4086518,9.4418849
Muscat, Muscat Governorate, Oman,65.57377049,31.73076923,23.5882019,58.3829448
Bangui, , Central African Republic,0.0,100.0,4.3635118,18.5835913
